Source,Target,Weight,Type
DA07 , VD09          ,10,chemical
DA07 , dBWML14       ,3,chemical
DA07 , dBWML15       ,3,chemical
DA07 , dBWML16       ,3,chemical
DA07 , dBWML17       ,3,chemical
DA07 , dBWML18       ,4,chemical
DA07 , dBWML19       ,3,chemical
DA07 , dBWMR14       ,3,chemical
DA07 , dBWMR15       ,3,chemical
DA07 , dBWMR16       ,3,chemical
DA07 , dBWMR17       ,3,chemical
DA07 , dBWMR18       ,4,chemical
DA07 , dBWMR19       ,3,chemical
DA08 , DA07          ,1,chemical
DA08 , DB07          ,1,chemical
DA08 , DD04          ,4,chemical
DA08 , DD05          ,4,chemical
DA08 , VD08          ,5,chemical
DA08 , VD09          ,5,chemical
DA08 , VD10          ,7,chemical
DA08 , VD11          ,5,chemical
DA08 , VD12          ,5,chemical
DA08 , VD13          ,5,chemical
DA08 , dBWML16       ,3,chemical
DA08 , dBWML17       ,3,chemical
DA08 , dBWML18       ,3,chemical
DA08 , dBWML19       ,3,chemical
DA08 , dBWML20       ,4,chemical
DA08 , dBWML21       ,3,chemical
DA08 , dBWMR16       ,3,chemical
DA08 , dBWMR17       ,3,chemical
DA08 , dBWMR18       ,3,chemical
DA08 , dBWMR19       ,3,chemical
DA08 , dBWMR20       ,4,chemical
DA08 , dBWMR21       ,3,chemical
DA09 , DVA           ,1,chemical
DA09 , DA08          ,1,chemical
DA09 , DB07          ,1,chemical
DA09 , AS11          ,1,chemical
DA09 , DD06          ,4,chemical
DA09 , VA12          ,1,chemical
DA09 , VD09          ,5,chemical
DA09 , VD10          ,5,chemical
DA09 , VD11          ,11,chemical
DA09 , VD12          ,11,chemical
DA09 , VD13          ,1,chemical
DA09 , dBWML19       ,3,chemical
DA09 , dBWML20       ,3,chemical
DA09 , dBWML21       ,3,chemical
DA09 , dBWML22       ,3,chemical
DA09 , dBWML23       ,3,chemical
DA09 , dBWML24       ,4,chemical
DA09 , dBWMR19       ,3,chemical
DA09 , dBWMR20       ,3,chemical
DA09 , dBWMR21       ,3,chemical
DA09 , dBWMR22       ,3,chemical
DA09 , dBWMR23       ,3,chemical
DA09 , dBWMR24       ,4,chemical
DA09 , hyp           ,2,chemical
PDA , PVNR          ,1,chemical
PDA , DA09          ,1,chemical
PDA , DD06          ,3,chemical
PDA , VD11          ,10,chemical
PDA , VD12          ,12,chemical
PDA , VD13          ,10,chemical
PDA , dBWML21       ,4,chemical
PDA , dBWML22       ,4,chemical
PDA , dBWML23       ,5,chemical
PDA , dBWML24       ,6,chemical
PDA , dBWMR21       ,4,chemical
PDA , dBWMR22       ,4,chemical
PDA , dBWMR23       ,5,chemical
PDA , dBWMR24       ,6,chemical
PDA , hyp           ,1,chemical
DB01 , FLPR          ,1,chemical
DB01 , RID           ,1,chemical
DB01 , DA01          ,16,chemical
DB01 , DA02          ,2,chemical
DB01 , AS01          ,28,chemical
DB01 , AS02          ,4,chemical
DB01 , DD01          ,31,chemical
DB01 , VD02          ,24,chemical
DB01 , VD03          ,2,chemical
DB01 , dBWML6        ,3,chemical
DB01 , dBWML8        ,3,chemical
DB01 , dBWML9        ,6,chemical
DB01 , dBWMR8        ,6,chemical
DB01 , dBWMR9        ,2,chemical
DB02 , DA02          ,3,chemical
DB02 , DA03          ,12,chemical
DB02 , DA04          ,1,chemical
DB02 , AS03          ,3,chemical
DB02 , AS04          ,2,chemical
DB02 , DD01          ,3,chemical
DB02 , DD02          ,16,chemical
DB02 , VD03          ,33,chemical
DB02 , VD04          ,15,chemical
DB02 , dBWML9        ,2,chemical
DB02 , dBWML10       ,4,chemical
DB02 , dBWML11       ,5,chemical
DB02 , dBWML12       ,1,chemical
DB02 , dBWMR9        ,1,chemical
DB02 , dBWMR10       ,6,chemical
DB02 , dBWMR11       ,8,chemical
DB03 , DA04          ,4,chemical
DB03 , DA05          ,1,chemical
DB03 , AS04          ,2,chemical
DB03 , AS05          ,1,chemical
DB03 , DD02          ,3,chemical
DB03 , DD03          ,14,chemical
DB03 , DD05          ,14,chemical
DB03 , VD04          ,9,chemical
DB03 , VD05          ,24,chemical
DB03 , VD06          ,4,chemical
DB03 , dBWML11       ,6,chemical
DB03 , dBWML12       ,1,chemical
DB03 , dBWML13       ,3,chemical
DB03 , dBWML14       ,1,chemical
DB03 , dBWMR11       ,2,chemical
DB03 , dBWMR12       ,13,chemical
DB03 , dBWMR13       ,1,chemical
DB04 , DA05          ,3,chemical
DB04 , AS06          ,2,chemical
DB04 , DD03          ,9,chemical
DB04 , DD04          ,2,chemical
DB04 , DD05          ,9,chemical
DB04 , DD06          ,2,chemical
DB04 , VD06          ,14,chemical
DB04 , dBWML13       ,4,chemical
DB04 , dBWML14       ,1,chemical
DB04 , dBWML15       ,3,chemical
DB04 , dBWML16       ,3,chemical
DB04 , dBWMR13       ,3,chemical
DB04 , dBWMR14       ,5,chemical
DB04 , dBWMR15       ,3,chemical
DB04 , dBWMR16       ,3,chemical
DB05 , DA06          ,3,chemical
DB05 , DA07          ,12,chemical
DB05 , DA08          ,1,chemical
DB05 , AS07          ,3,chemical
DB05 , AS08          ,2,chemical
DB05 , VD04          ,3,chemical
DB05 , VD05          ,3,chemical
DB05 , VD06          ,13,chemical
DB05 , VD07          ,13,chemical
DB05 , dBWML14       ,2,chemical
DB05 , dBWML15       ,2,chemical
DB05 , dBWML16       ,2,chemical
DB05 , dBWML17       ,2,chemical
DB05 , dBWML18       ,2,chemical
DB05 , dBWML19       ,2,chemical
DB05 , dBWMR14       ,2,chemical
DB05 , dBWMR15       ,2,chemical
DB05 , dBWMR16       ,2,chemical
DB05 , dBWMR17       ,2,chemical
DB05 , dBWMR18       ,2,chemical
DB05 , dBWMR19       ,2,chemical
DB06 , DA08          ,4,chemical
DB06 , DA09          ,1,chemical
DB06 , AS08          ,2,chemical
DB06 , AS09          ,1,chemical
DB06 , VD07          ,10,chemical
DB06 , VD08          ,12,chemical
DB06 , VD09          ,10,chemical
DB06 , dBWML16       ,2,chemical
DB06 , dBWML17       ,2,chemical
DB06 , dBWML18       ,2,chemical
DB06 , dBWML19       ,2,chemical
DB06 , dBWML20       ,2,chemical
DB06 , dBWML21       ,2,chemical
DB06 , dBWMR16       ,2,chemical
DB06 , dBWMR17       ,2,chemical
DB06 , dBWMR18       ,2,chemical
DB06 , dBWMR19       ,2,chemical
DB06 , dBWMR20       ,2,chemical
DB06 , dBWMR21       ,2,chemical
DB07 , DA09          ,3,chemical
DB07 , AS10          ,2,chemical
DB07 , AS11          ,2,chemical
DB07 , VD08          ,5,chemical
DB07 , VD09          ,5,chemical
DB07 , VD10          ,7,chemical
DB07 , VD11          ,5,chemical
DB07 , VD12          ,5,chemical
DB07 , VD13          ,5,chemical
DB07 , dBWML19       ,2,chemical
DB07 , dBWML20       ,2,chemical
DB07 , dBWML21       ,2,chemical
DB07 , dBWML22       ,2,chemical
DB07 , dBWML23       ,2,chemical
DB07 , dBWML24       ,2,chemical
DB07 , dBWMR19       ,2,chemical
DB07 , dBWMR20       ,2,chemical
DB07 , dBWMR21       ,2,chemical
DB07 , dBWMR22       ,2,chemical
DB07 , dBWMR23       ,2,chemical
DB07 , dBWMR24       ,2,chemical
AS01 , DA01          ,8,chemical
AS01 , DB01          ,3,chemical
AS01 , AS01          ,3,chemical
AS01 , DD01          ,2,chemical
AS01 , VD01          ,20,chemical
AS01 , dBWML6        ,4,chemical
AS01 , dBWML7        ,6,chemical
AS01 , dBWMR6        ,10,chemical
AS01 , dBWMR7        ,10,chemical
AS02 , RID           ,2,chemical
AS02 , DB01          ,1,chemical
AS02 , DD01          ,3,chemical
AS02 , VD02          ,21,chemical
AS02 , dBWML7        ,2,chemical
AS02 , dBWML8        ,5,chemical
AS02 , dBWML9        ,6,chemical
AS02 , dBWMR7        ,3,chemical
AS02 , dBWMR8        ,4,chemical
AS02 , dBWMR9        ,2,chemical
AS03 , DA03          ,1,chemical
AS03 , VD03          ,23,chemical
AS03 , dBWML9        ,1,chemical
AS03 , dBWML10       ,7,chemical
AS03 , dBWMR9        ,8,chemical
AS03 , dBWMR10       ,5,chemical
AS04 , DA03          ,2,chemical
AS04 , DB02          ,2,chemical
AS04 , DD01          ,2,chemical
AS04 , DD02          ,4,chemical
AS04 , VD04          ,21,chemical
AS04 , dBWML10       ,5,chemical
AS04 , dBWML11       ,5,chemical
AS04 , dBWML12       ,2,chemical
AS04 , dBWMR11       ,4,chemical
AS04 , dBWMR12       ,5,chemical
AS05 , AS05          ,3,chemical
AS05 , VD05          ,12,chemical
AS05 , dBWML11       ,2,chemical
AS05 , dBWML12       ,8,chemical
AS05 , dBWMR12       ,2,chemical
AS06 , DA05          ,1,chemical
AS06 , DB04          ,1,chemical
AS06 , VD06          ,20,chemical
AS06 , dBWML13       ,2,chemical
AS06 , dBWML14       ,3,chemical
AS06 , dBWMR13       ,5,chemical
AS06 , dBWMR14       ,9,chemical
AS07 , VD07          ,20,chemical
AS07 , dBWML15       ,2,chemical
AS07 , dBWML16       ,3,chemical
AS07 , dBWMR15       ,2,chemical
AS07 , dBWMR16       ,3,chemical
AS08 , VD08          ,20,chemical
AS08 , dBWML17       ,2,chemical
AS08 , dBWML18       ,3,chemical
AS08 , dBWMR17       ,2,chemical
AS08 , dBWMR18       ,3,chemical
AS09 , VD09          ,20,chemical
AS09 , dBWML19       ,3,chemical
AS09 , dBWML20       ,2,chemical
AS09 , dBWMR19       ,2,chemical
AS09 , dBWMR20       ,3,chemical
AS10 , VD10          ,10,chemical
AS10 , VD11          ,10,chemical
AS10 , dBWML20       ,3,chemical
AS10 , dBWML21       ,2,chemical
AS10 , dBWMR21       ,3,chemical
AS10 , dBWMR22       ,2,chemical
AS11 , DD06          ,6,chemical
AS11 , VD12          ,20,chemical
AS11 , VD13          ,4,chemical
AS11 , dBWML21       ,3,chemical
AS11 , dBWML22       ,2,chemical
AS11 , dBWMR22       ,3,chemical
AS11 , dBWMR23       ,2,chemical
PDB , DD06          ,2,chemical
PDB , VD12          ,10,chemical
PDB , VD13          ,10,chemical
PDB , dBWML23       ,2,chemical
PDB , dBWML24       ,3,chemical
PDB , dBWMR23       ,3,chemical
PDB , dBWMR24       ,2,chemical
DD01 , DA02          ,3,chemical
DD01 , VB02          ,1,chemical
DD01 , VD02          ,1,chemical
DD01 , dBWML6        ,1,chemical
DD01 , dBWML7        ,4,chemical
DD01 , dBWML8        ,9,chemical
DD01 , dBWML9        ,13,chemical
DD01 , dBWMR6        ,3,chemical
DD01 , dBWMR7        ,2,chemical
DD01 , dBWMR8        ,10,chemical
DD01 , dBWMR9        ,8,chemical
DD01 , dBWMR10       ,2,chemical
DD02 , DA03          ,2,chemical
DD02 , VD03          ,1,chemical
DD02 , VD04          ,1,chemical
DD02 , dBWML10       ,4,chemical
DD02 , dBWML11       ,9,chemical
DD02 , dBWML12       ,6,chemical
DD02 , dBWMR10       ,2,chemical
DD02 , dBWMR11       ,10,chemical
DD02 , dBWMR12       ,1,chemical
DD03 , DA05          ,1,chemical
DD03 , dBWML12       ,4,chemical
DD03 , dBWML13       ,6,chemical
DD03 , dBWML14       ,2,chemical
DD03 , dBWML15       ,5,chemical
DD03 , dBWMR11       ,1,chemical
DD03 , dBWMR12       ,8,chemical
DD03 , dBWMR13       ,8,chemical
DD03 , dBWMR14       ,3,chemical
DD03 , dBWMR15       ,5,chemical
DD04 , dBWML16       ,5,chemical
DD04 , dBWML17       ,9,chemical
DD04 , dBWML18       ,5,chemical
DD04 , dBWMR13       ,1,chemical
DD04 , dBWMR14       ,2,chemical
DD04 , dBWMR15       ,2,chemical
DD04 , dBWMR16       ,5,chemical
DD04 , dBWMR17       ,9,chemical
DD04 , dBWMR18       ,5,chemical
DD05 , dBWML19       ,5,chemical
DD05 , dBWML20       ,9,chemical
DD05 , dBWML21       ,5,chemical
DD05 , dBWMR19       ,5,chemical
DD05 , dBWMR20       ,9,chemical
DD05 , dBWMR21       ,5,chemical
DD06 , dBWML22       ,5,chemical
DD06 , dBWML23       ,9,chemical
DD06 , dBWML24       ,5,chemical
DD06 , dBWMR22       ,5,chemical
DD06 , dBWMR23       ,9,chemical
DD06 , dBWMR24       ,5,chemical
VA01 , DA02          ,1,chemical
VA01 , DD01          ,12,chemical
VA01 , VD01          ,3,chemical
VA01 , vBWML7        ,13,chemical
VA01 , vBWML8        ,1,chemical
VA01 , vBWMR7        ,2,chemical
VA01 , vBWMR8        ,2,chemical
VA02 , AVAL          ,1,chemical
VA02 , SAAVL         ,1,chemical
VA02 , DD01          ,20,chemical
VA02 , VA01          ,2,chemical
VA02 , VA03          ,2,chemical
VA02 , VB01          ,1,chemical
VA02 , VB02          ,1,chemical
VA02 , VD01          ,1,chemical
VA02 , VD02          ,27,chemical
VA02 , vBWML7        ,1,chemical
VA02 , vBWML8        ,10,chemical
VA02 , vBWML9        ,3,chemical
VA02 , vBWMR7        ,5,chemical
VA02 , vBWMR8        ,7,chemical
VA02 , vBWMR9        ,5,chemical
VA03 , DD01          ,18,chemical
VA03 , DD02          ,10,chemical
VA03 , VA04          ,2,chemical
VA03 , VB02          ,1,chemical
VA03 , VB03          ,3,chemical
VA03 , VD02          ,3,chemical
VA03 , VD03          ,11,chemical
VA03 , vBWML8        ,1,chemical
VA03 , vBWML9        ,4,chemical
VA03 , vBWML10       ,11,chemical
VA03 , vBWML11       ,3,chemical
VA03 , vBWMR9        ,3,chemical
VA03 , vBWMR10       ,5,chemical
VA03 , vBWMR11       ,7,chemical
VA04 , AVAR          ,1,chemical
VA04 , AVDL          ,1,chemical
VA04 , AVER          ,1,chemical
VA04 , DD02          ,17,chemical
VA04 , VB03          ,8,chemical
VA04 , VB04          ,1,chemical
VA04 , VD04          ,8,chemical
VA04 , vBWML12       ,5,chemical
VA04 , vBWML13       ,3,chemical
VA04 , vBWMR11       ,8,chemical
VA04 , vBWMR12       ,5,chemical
VA04 , vBWMR13       ,1,chemical
VA05 , DD02          ,6,chemical
VA05 , DD03          ,17,chemical
VA05 , VA06          ,2,chemical
VA05 , VB04          ,1,chemical
VA05 , VD05          ,9,chemical
VA05 , vBWML12       ,3,chemical
VA05 , vBWML13       ,6,chemical
VA05 , vBWMR12       ,6,chemical
VA05 , vBWMR13       ,4,chemical
VA05 , vBWMR14       ,4,chemical
VA06 , AVAR          ,1,chemical
VA06 , AS01          ,13,chemical
VA06 , AS02          ,1,chemical
VA06 , DD03          ,21,chemical
VA06 , VA05          ,2,chemical
VA06 , VB04          ,1,chemical
VA06 , VB05          ,7,chemical
VA06 , VD05          ,3,chemical
VA06 , VD06          ,6,chemical
VA06 , vBWML13       ,2,chemical
VA06 , vBWML14       ,10,chemical
VA06 , vBWML15       ,1,chemical
VA06 , vBWMR12       ,2,chemical
VA06 , vBWMR13       ,1,chemical
VA06 , vBWMR14       ,5,chemical
VA06 , vBWMR15       ,1,chemical
VA07 , AS01          ,1,chemical
VA07 , AS02          ,10,chemical
VA07 , AS03          ,3,chemical
VA07 , DD03          ,3,chemical
VA07 , DD04          ,17,chemical
VA07 , VB06          ,1,chemical
VA07 , VD06          ,2,chemical
VA07 , VD07          ,13,chemical
VA07 , vBWML14       ,2,chemical
VA07 , vBWML15       ,8,chemical
VA07 , vBWML16       ,6,chemical
VA07 , vBWMR14       ,3,chemical
VA07 , vBWMR15       ,10,chemical
VA07 , vBWMR16       ,2,chemical
VA08 , AS02          ,1,chemical
VA08 , AS03          ,4,chemical
VA08 , AS04          ,11,chemical
VA08 , AS05          ,3,chemical
VA08 , DD04          ,9,chemical
VA08 , DD05          ,9,chemical
VA08 , VB06          ,1,chemical
VA08 , VD07          ,2,chemical
VA08 , VD08          ,3,chemical
VA08 , VD09          ,3,chemical
VA08 , vBWML16       ,3,chemical
VA08 , vBWML17       ,4,chemical
VA08 , vBWML18       ,4,chemical
VA08 , vBWMR15       ,1,chemical
VA08 , vBWMR16       ,3,chemical
VA08 , vBWMR17       ,4,chemical
VA08 , vBWMR18       ,4,chemical
VA09 , AS06          ,5,chemical
VA09 , AS07          ,3,chemical
VA09 , DD04          ,6,chemical
VA09 , DD05          ,6,chemical
VA09 , DD06          ,6,chemical
VA09 , VB07          ,1,chemical
VA09 , VB08          ,1,chemical
VA09 , VD09          ,2,chemical
VA09 , VD10          ,3,chemical
VA09 , VD11          ,3,chemical
VA09 , vBWML17       ,3,chemical
VA09 , vBWML18       ,4,chemical
VA09 , vBWML19       ,4,chemical
VA09 , vBWMR17       ,3,chemical
VA09 , vBWMR18       ,4,chemical
VA09 , vBWMR19       ,4,chemical
VA10 , AS06          ,3,chemical
VA10 , AS07          ,6,chemical
VA10 , DD05          ,9,chemical
VA10 , DD06          ,9,chemical
VA10 , VB08          ,1,chemical
VA10 , VB09          ,1,chemical
VA10 , VD10          ,2,chemical
VA10 , VD11          ,3,chemical
VA10 , VD12          ,3,chemical
VA10 , vBWML18       ,3,chemical
VA10 , vBWML19       ,4,chemical
VA10 , vBWML20       ,4,chemical
VA10 , vBWMR18       ,3,chemical
VA10 , vBWMR19       ,3,chemical
VA10 , vBWMR20       ,3,chemical
VA10 , vBWMR21       ,2,chemical
VA11 , PVNR          ,1,chemical
VA11 , AS07          ,2,chemical
VA11 , AS08          ,10,chemical
VA11 , AS09          ,1,chemical
VA11 , DD06          ,19,chemical
VA11 , VB10          ,6,chemical
VA11 , VD11          ,5,chemical
VA11 , VD12          ,3,chemical
VA11 , vBWML19       ,3,chemical
VA11 , vBWML20       ,4,chemical
VA11 , vBWML21       ,4,chemical
VA11 , vBWMR20       ,3,chemical
VA11 , vBWMR21       ,3,chemical
VA11 , vBWMR22       ,3,chemical
VA11 , vBWMR23       ,2,chemical
VA12 , PHCR          ,1,chemical
VA12 , PVCL          ,3,chemical
VA12 , PVCR          ,4,chemical
VA12 , AVAL          ,3,chemical
VA12 , LUAL          ,2,chemical
VA12 , DA08          ,9,chemical
VA12 , DA09          ,17,chemical
VA12 , DB07          ,10,chemical
VA12 , AS08          ,2,chemical
VA12 , AS09          ,8,chemical
VA12 , AS10          ,6,chemical
VA12 , AS11          ,6,chemical
VA12 , DD06          ,2,chemical
VA12 , VA11          ,4,chemical
VA12 , VB11          ,4,chemical
VA12 , VD12          ,7,chemical
VA12 , VD13          ,12,chemical
VA12 , vBWML21       ,3,chemical
VA12 , vBWML22       ,4,chemical
VA12 , vBWML23       ,4,chemical
VA12 , vBWMR22       ,3,chemical
VA12 , vBWMR23       ,4,chemical
VA12 , vBWMR24       ,4,chemical
VA12 , hyp           ,2,chemical
VB01 , AIBR          ,2,chemical
VB01 , ADAL          ,5,chemical
VB01 , RMFL          ,10,chemical
VB01 , RIML          ,10,chemical
VB01 , SAADL         ,18,chemical
VB01 , SMBVL         ,3,chemical
VB01 , DD01          ,1,chemical
VB01 , VA01          ,7,chemical
VB01 , VA02          ,2,chemical
VB01 , VA03          ,2,chemical
VB01 , VA04          ,2,chemical
VB01 , VD01          ,4,chemical
VB01 , VD02          ,2,chemical
VB01 , vBWML7        ,2,chemical
VB01 , vBWMR7        ,5,chemical
VB01 , vBWMR9        ,1,chemical
VB02 , AVEL          ,1,chemical
VB02 , DD01          ,30,chemical
VB02 , DD02          ,1,chemical
VB02 , VA02          ,5,chemical
VB02 , VA03          ,11,chemical
VB02 , VD02          ,14,chemical
VB02 , VD03          ,4,chemical
VB02 , vBWML8        ,2,chemical
VB02 , vBWML9        ,14,chemical
VB02 , vBWML10       ,4,chemical
VB02 , vBWML11       ,1,chemical
VB02 , vBWMR8        ,6,chemical
VB02 , vBWMR10       ,10,chemical
VB02 , vBWMR11       ,6,chemical
VB02 , VC02          ,1,chemical
VB03 , DD02          ,36,chemical
VB03 , VA04          ,10,chemical
VB03 , VA05          ,1,chemical
VB03 , VD03          ,4,chemical
VB03 , VD04          ,6,chemical
VB03 , vBWML10       ,1,chemical
VB03 , vBWML11       ,8,chemical
VB03 , vBWML12       ,8,chemical
VB03 , vBWML13       ,3,chemical
VB03 , vBWMR10       ,4,chemical
VB03 , vBWMR11       ,6,chemical
VB03 , vBWMR12       ,8,chemical
VB03 , vBWMR13       ,4,chemical
VB04 , AVG           ,1,chemical
VB04 , DD02          ,7,chemical
VB04 , DD03          ,13,chemical
VB04 , VA04          ,1,chemical
VB04 , VA05          ,1,chemical
VB04 , VB05          ,1,chemical
VB04 , VD04          ,1,chemical
VB04 , VD05          ,3,chemical
VB04 , vBWML12       ,3,chemical
VB04 , vBWML13       ,5,chemical
VB04 , vBWMR12       ,3,chemical
VB04 , vBWMR13       ,3,chemical
VB04 , vBWMR14       ,4,chemical
VB05 , DD03          ,34,chemical
VB05 , VA06          ,2,chemical
VB05 , VD06          ,10,chemical
VB05 , vBWML12       ,3,chemical
VB05 , vBWML13       ,1,chemical
VB05 , vBWML14       ,8,chemical
VB05 , vBWML15       ,7,chemical
VB05 , vBWMR13       ,7,chemical
VB05 , vBWMR14       ,6,chemical
VB05 , vBWMR15       ,1,chemical
VB06 , PVNR          ,1,chemical
VB06 , DD04          ,32,chemical
VB06 , VA07          ,3,chemical
VB06 , VA08          ,2,chemical
VB06 , VD06          ,1,chemical
VB06 , VD07          ,22,chemical
VB06 , vBWML15       ,4,chemical
VB06 , vBWML16       ,3,chemical
VB06 , vBWMR14       ,6,chemical
VB06 , vBWMR15       ,12,chemical
VB06 , vBWMR16       ,4,chemical
VB07 , DD05          ,29,chemical
VB07 , VA09          ,1,chemical
VB07 , VA10          ,1,chemical
VB07 , VD08          ,5,chemical
VB07 , VD09          ,6,chemical
VB07 , vBWML16       ,4,chemical
VB07 , vBWML17       ,4,chemical
VB07 , vBWML18       ,4,chemical
VB07 , vBWMR16       ,4,chemical
VB07 , vBWMR17       ,4,chemical
VB07 , vBWMR18       ,4,chemical
VB08 , DD05          ,10,chemical
VB08 , DD06          ,19,chemical
VB08 , VA11          ,2,chemical
VB08 , VD09          ,5,chemical
VB08 , VD10          ,6,chemical
VB08 , vBWML18       ,4,chemical
VB08 , vBWML19       ,4,chemical
VB08 , vBWML20       ,4,chemical
VB08 , vBWMR18       ,4,chemical
VB08 , vBWMR19       ,4,chemical
VB08 , vBWMR20       ,4,chemical
VB09 , DD05          ,10,chemical
VB09 , DD06          ,19,chemical
VB09 , VA11          ,2,chemical
VB09 , VD10          ,5,chemical
VB09 , VD11          ,6,chemical
VB09 , vBWML19       ,4,chemical
VB09 , vBWML20       ,4,chemical
VB09 , vBWML21       ,4,chemical
VB09 , vBWMR19       ,4,chemical
VB09 , vBWMR20       ,4,chemical
VB09 , vBWMR21       ,4,chemical
VB10 , PVT           ,1,chemical
VB10 , DD06          ,19,chemical
VB10 , VA11          ,3,chemical
VB10 , VD11          ,7,chemical
VB10 , VD12          ,6,chemical
VB10 , vBWML20       ,4,chemical
VB10 , vBWML21       ,4,chemical
VB10 , vBWML22       ,4,chemical
VB10 , vBWMR20       ,4,chemical
VB10 , vBWMR21       ,4,chemical
VB10 , vBWMR22       ,4,chemical
VB11 , PVWL          ,1,chemical
VB11 , PVWR          ,1,chemical
VB11 , PVCR          ,1,chemical
VB11 , DD06          ,19,chemical
VB11 , VA12          ,5,chemical
VB11 , VD12          ,2,chemical
VB11 , VD13          ,22,chemical
VB11 , vBWML21       ,4,chemical
VB11 , vBWML22       ,4,chemical
VB11 , vBWML23       ,4,chemical
VB11 , vBWMR21       ,4,chemical
VB11 , vBWMR22       ,4,chemical
VB11 , vBWMR23       ,4,chemical
VD01 , SAAVL         ,1,chemical
VD01 , DD01          ,2,chemical
VD01 , VA01          ,8,chemical
VD01 , VB01          ,5,chemical
VD01 , vBWML7        ,11,chemical
VD01 , vBWML8        ,3,chemical
VD02 , AVEL          ,1,chemical
VD02 , AS01          ,1,chemical
VD02 , DD01          ,1,chemical
VD02 , VA02          ,12,chemical
VD02 , VB02          ,4,chemical
VD02 , vBWML7        ,2,chemical
VD02 , vBWML8        ,8,chemical
VD02 , vBWML9        ,12,chemical
VD02 , vBWMR7        ,3,chemical
VD02 , vBWMR8        ,12,chemical
VD02 , vBWMR9        ,5,chemical
VD03 , DD01          ,6,chemical
VD03 , VA03          ,4,chemical
VD03 , VB02          ,2,chemical
VD03 , VB03          ,1,chemical
VD03 , vBWML10       ,6,chemical
VD03 , vBWML11       ,8,chemical
VD03 , vBWMR10       ,6,chemical
VD03 , vBWMR11       ,12,chemical
VD04 , VA04          ,1,chemical
VD04 , VB03          ,2,chemical
VD04 , vBWML12       ,5,chemical
VD04 , vBWML13       ,6,chemical
VD04 , vBWMR11       ,4,chemical
VD04 , vBWMR12       ,4,chemical
VD04 , vBWMR13       ,3,chemical
VD05 , AVAR          ,1,chemical
VD05 , SAAVL         ,1,chemical
VD05 , VA05          ,2,chemical
VD05 , VA06          ,1,chemical
VD05 , VB01          ,1,chemical
VD05 , VB04          ,2,chemical
VD05 , vBWML12       ,4,chemical
VD05 , vBWML13       ,7,chemical
VD05 , vBWML14       ,1,chemical
VD05 , vBWMR12       ,3,chemical
VD05 , vBWMR13       ,10,chemical
VD06 , PVNR          ,1,chemical
VD06 , AVAL          ,1,chemical
VD06 , VA06          ,3,chemical
VD06 , VB05          ,1,chemical
VD06 , vBWML13       ,1,chemical
VD06 , vBWML14       ,10,chemical
VD06 , vBWML15       ,3,chemical
VD06 , vBWML16       ,1,chemical
VD06 , vBWMR13       ,4,chemical
VD06 , vBWMR14       ,7,chemical
VD06 , vBWMR15       ,1,chemical
VD07 , VA07          ,2,chemical
VD07 , VB06          ,2,chemical
VD07 , VB07          ,1,chemical
VD07 , vBWML14       ,1,chemical
VD07 , vBWML15       ,8,chemical
VD07 , vBWML16       ,7,chemical
VD07 , vBWMR14       ,6,chemical
VD07 , vBWMR15       ,7,chemical
VD07 , vBWMR16       ,1,chemical
VD08 , VA08          ,2,chemical
VD08 , VA09          ,1,chemical
VD08 , VB07          ,2,chemical
VD08 , vBWML15       ,4,chemical
VD08 , vBWML16       ,4,chemical
VD08 , vBWML17       ,4,chemical
VD08 , vBWMR16       ,4,chemical
VD08 , vBWMR17       ,4,chemical
VD08 , vBWMR18       ,4,chemical
VD09 , VA09          ,3,chemical
VD09 , VB08          ,2,chemical
VD09 , vBWML17       ,4,chemical
VD09 , vBWML18       ,4,chemical
VD09 , vBWML19       ,4,chemical
VD09 , vBWMR18       ,4,chemical
VD09 , vBWMR19       ,4,chemical
VD09 , vBWMR20       ,4,chemical
VD10 , VA10          ,2,chemical
VD10 , VB09          ,1,chemical
VD10 , vBWML18       ,4,chemical
VD10 , vBWML19       ,4,chemical
VD10 , vBWML20       ,4,chemical
VD10 , vBWMR19       ,4,chemical
VD10 , vBWMR20       ,4,chemical
VD10 , vBWMR21       ,4,chemical
VD11 , PVT           ,1,chemical
VD11 , AVAR          ,2,chemical
VD11 , DD06          ,2,chemical
VD11 , VA11          ,2,chemical
VD11 , VB10          ,1,chemical
VD11 , vBWML19       ,4,chemical
VD11 , vBWML20       ,4,chemical
VD11 , vBWML21       ,4,chemical
VD11 , vBWMR20       ,4,chemical
VD11 , vBWMR21       ,4,chemical
VD11 , vBWMR22       ,4,chemical
VD12 , DD06          ,2,chemical
VD12 , VA11          ,3,chemical
VD12 , VA12          ,13,chemical
VD12 , VB11          ,1,chemical
VD12 , vBWML20       ,4,chemical
VD12 , vBWML21       ,4,chemical
VD12 , vBWML22       ,4,chemical
VD12 , vBWMR21       ,4,chemical
VD12 , vBWMR22       ,4,chemical
VD12 , vBWMR23       ,4,chemical
VD13 , PVWL          ,1,chemical
VD13 , PVCR          ,1,chemical
VD13 , AVAR          ,2,chemical
VD13 , DD06          ,3,chemical
VD13 , VA12          ,11,chemical
VD13 , VD12          ,1,chemical
VD13 , vBWML21       ,4,chemical
VD13 , vBWML22       ,4,chemical
VD13 , vBWML23       ,4,chemical
VD13 , vBWMR22       ,4,chemical
